Name,chr_hg19,CG_position_hg19,strand_hg19,C_position_hg19,chr_hg38,CG_position_hg38,strand_hg38,C_position_hg38,Illumina_Type,Illumina_Islands_Name,Illumina_Relation_to_Island,Illumina_UCSC_RefGene_Name,Illumina_UCSC_RefGene_Accession,Illumina_UCSC_RefGene_Group,Illumina_Regulatory_Feature_Group,GencodeBasicV12_NAME,GencodeBasicV12_Accession,GencodeBasicV12_Group,GencodeCompV12_NAME,GencodeCompV12_Accession,GencodeCompV12_Group,Array_450k,Array_EPIC.v1,Array_Methyl27_Loci,Array_EPIC.v2
cg00639984,chr16,839166,+,839166,chr16,789166.0,+,789166.0,II,chr16:837376-839341,Island,RPUSD1;CHTF18,NM_058192;NM_022092,TSS1500;Body,,RPUSD1;RPUSD1;RPUSD1;RPUSD1;CHTF18,ENST00000561734.1;ENST00000565809.1;ENST00000007264.2;ENST00000567114.1;ENST00000491530.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS200,RPUSD1;RPUSD1;RPUSD1;RPUSD1;RPUSD1;RPUSD1;RPUSD1;RPUSD1;RPUSD1;CHTF18;CHTF18;CHTF18;CHTF18;CHTF18;CHTF18;CHTF18;CHTF18,ENST00000561734.1;ENST00000563560.1;ENST00000567283.1;ENST00000569601.1;ENST00000565503.1;ENST00000565809.1;ENST00000565377.1;ENST00000007264.2;ENST00000567114.1;ENST00000464728.1;ENST00000570058.1;ENST00000479976.1;ENST00000471202.1;ENST00000569270.1;ENST00000491530.1;ENST00000426047.1;ENST00000484349.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;TSS200;TSS200;TSS200,True,True,,1.0
cg00671386,chr16,851834,+,851834,chr16,801834.0,+,801834.0,II,chr16:850227-850806,S_Shore,GNG13,NM_016541,TSS1500,Unclassified_Cell_type_specific,GNG13,ENST00000248150.4,TSS1500,GNG13,ENST00000248150.4,TSS1500,True,True,,1.0
cg06334495,chr16,1020046,+,1020046,chr16,970046.0,+,970046.0,II,chr16:1020219-1021303,N_Shore,LMF1,NM_022773,Body,Promoter_Associated,LMF1;LMF1,ENST00000543238.1;ENST00000568897.1,5'UTR;5'UTR,LMF1;LMF1;LMF1;LMF1;LMF1,ENST00000543238.1;ENST00000568897.1;ENST00000566609.1;ENST00000570014.1;ENST00000545827.2,5'UTR;5'UTR;3'UTR;5'UTR;5'UTR,True,True,,1.0
cg09242293,chr16,1217652,+,1217652,chr16,1167652.0,+,1167652.0,II,chr16:1219429-1219641,N_Shore,CACNA1H;CACNA1H,NM_021098;NM_001005407,Body;Body,,,,,,,,True,True,,1.0
cg09798061,chr16,1482603,+,1482603,chr16,1432602.0,+,1432602.0,II,chr16:1482551-1483201,Island,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg20035459,chr16,3068707,+,3068707,chr16,3018706.0,+,3018706.0,II,chr16:3070095-3071305,N_Shore,CLDN6,NM_021195,TSS1500,,CLDN6;CLDN6;CLDN6;TNFRSF12A,ENST00000396925.1;ENST00000572154.1;ENST00000328796.4;ENST00000573001.1,5'UTR;TSS1500;TSS1500;5'UTR,CLDN6;CLDN6;CLDN6;TNFRSF12A,ENST00000396925.1;ENST00000572154.1;ENST00000328796.4;ENST00000573001.1,5'UTR;TSS1500;TSS1500;5'UTR,True,True,True,1.0
cg02873098,chr16,4524103,+,4524103,chr16,4474102.0,+,4474102.0,II,chr16:4524138-4524712,N_Shore,NMRAL1;HMOX2,NM_020677;NM_001127206,Body;TSS1500,Promoter_Associated,HMOX2;NMRAL1,ENST00000406590.2;ENST00000283429.6,TSS1500;ExonBnd,HMOX2;HMOX2;NMRAL1;NMRAL1;NMRAL1;NMRAL1;NMRAL1,ENST00000575051.1;ENST00000406590.2;ENST00000283429.6;ENST00000575002.1;ENST00000575557.1;ENST00000576935.1;ENST00000575995.1,TSS1500;TSS1500;ExonBnd;3'UTR;3'UTR;3'UTR;3'UTR,True,True,,1.0
cg02859934,chr16,5083072,+,5083072,chr16,5033071.0,+,5033071.0,II,chr16:5083244-5084032,N_Shore,NAGPA,NM_016256,Body,Promoter_Associated_Cell_type_specific,NAGPA,ENST00000563578.1,3'UTR,NAGPA;NAGPA;NAGPA;NAGPA;NAGPA;NAGPA;NAGPA,ENST00000564922.1;ENST00000568202.1;ENST00000563578.1;ENST00000569296.1;ENST00000565876.1;ENST00000562346.1;ENST00000562037.1,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;3'UTR,True,True,True,1.0
cg06138239,chr16,19567590,+,19567590,chr16,19556268.0,+,19556268.0,II,chr16:19566486-19567388,S_Shore,C16orf62,NM_020314,Body,Promoter_Associated,,,,C16orf62;C16orf62,ENST00000544670.1;ENST00000543460.1,5'UTR;5'UTR,True,True,,1.0
cg16014085,chr16,30406122,+,30406122,chr16,30394801.0,+,30394801.0,II,chr16:30406290-30407290,N_Shore,ZNF48,NM_152652,TSS1500,Promoter_Associated,SEPT1;ZNF48,ENST00000570039.1;ENST00000320159.2,3'UTR;TSS1500,SEPT1;SEPT1;ZNF48;ZNF48;SEPT1;ZNF48,ENST00000570039.1;ENST00000567783.1;ENST00000524644.1;ENST00000320159.2;ENST00000567783.1;ENST00000528032.1,3'UTR;3'UTR;TSS1500;TSS1500;1stExon;5'UTR,True,True,True,1.0
cg24642468,chr16,49407997,+,49407997,chr16,49374086.0,+,49374086.0,II,,OpenSea,C16orf78,NM_144602,1stExon,,C16orf78,ENST00000299191.3,1stExon,C16orf78,ENST00000299191.3,1stExon,True,True,True,1.0
cg17484472,chr16,49499189,+,49499189,chr16,49465278.0,+,49465278.0,II,chr16:49498889-49499405,Island,,,,Unclassified,RP11-189E14.4,ENST00000561523.1,TSS1500,RP11-189E14.4,ENST00000561523.1,TSS1500,True,True,,1.0
cg27268835,chr16,51475605,+,51475605,chr16,51441694.0,+,51441694.0,II,,OpenSea,,,,,,,,,,,True,True,,0.0
cg26580413,chr16,54025348,+,54025348,chr16,53991436.0,+,53991436.0,II,,OpenSea,FTO,NM_001080432,Body,,,,,FTO,ENST00000464071.1,3'UTR,True,True,,1.0
cg02574464,chr16,57940653,+,57940653,chr16,57906749.0,+,57906749.0,I,chr16:57937636-57937865,S_Shelf,CNGB1,NM_001297,Body,Unclassified,,,,CNGB1,ENST00000569643.1,3'UTR,True,True,,1.0
cg27014354,chr16,69222573,+,69222573,chr16,69188670.0,+,69188670.0,II,chr16:69220880-69222107,S_Shore,SNTB2,NM_006750,Body,,SNTB2;RP11-70O5.1,ENST00000524887.1;ENST00000567287.1,5'UTR;5'UTR,SNTB2;RP11-70O5.1,ENST00000524887.1;ENST00000567287.1,5'UTR;5'UTR,True,True,,1.0
cg00618711,chr16,70688052,+,70688052,chr16,70654149.0,+,70654149.0,II,,OpenSea,IL34,NM_152456,Body,Unclassified,IL34;IL34,ENST00000566361.1;ENST00000566361.1,1stExon;5'UTR,IL34;IL34;IL34;IL34,ENST00000574181.1;ENST00000566361.1;ENST00000566361.1;ENST00000569641.1,5'UTR;1stExon;5'UTR;5'UTR,True,True,,1.0
cg07307142,chr16,82071433,+,82071433,chr16,82037828.0,+,82037828.0,II,,OpenSea,HSD17B2,NM_002153,Body,,,,,HSD17B2,ENST00000563491.1,5'UTR,True,True,,1.0
cg03072681,chr16,88134407,+,88134407,chr16,88100801.0,+,88100801.0,II,chr16:88134540-88134849,N_Shore,,,,,RP11-863P13.4;RP11-863P13.4;BANP,ENST00000566351.1;ENST00000566351.1;ENST00000540932.1,3'UTR;1stExon;3'UTR,RP11-863P13.4;RP11-863P13.4;RP11-863P13.4;BANP;RP11-863P13.4,ENST00000566351.1;ENST00000378417.1;ENST00000566351.1;ENST00000540932.1;ENST00000378417.1,3'UTR;1stExon;1stExon;3'UTR;3'UTR,True,True,,0.0
cg04810063,chr16,88703634,+,88703634,chr16,88637226.0,+,88637226.0,II,chr16:88706211-88706492,N_Shelf,IL17C,NM_013278,TSS1500,Unclassified,IL17C,ENST00000244241.4,TSS1500,IL17C;IL17C,ENST00000569133.1;ENST00000244241.4,TSS1500;TSS1500,True,True,,1.0
cg00511475,chr16,89238330,+,89238330,chr16,89171922.0,+,89171922.0,II,chr16:89237944-89238331,Island,CDH15,NM_004933,Body,Unclassified,CDH15,ENST00000521087.1,5'UTR,CDH15;CDH15,ENST00000521087.1;ENST00000524089.1,5'UTR;5'UTR,True,True,True,1.0
cg08521396,chr16,1060545,-,1060546,chr16,1010545.0,-,1010546.0,II,chr16:1060490-1060799,Island,,,,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg00591660,chr16,2478353,-,2478354,chr16,2428352.0,-,2428353.0,II,chr16:2478686-2479968,N_Shore,CCNF,NM_001761,TSS1500,,CCNF,ENST00000397066.4,TSS1500,CCNF;CCNF,ENST00000293968.7;ENST00000569093.1,TSS1500;TSS1500,True,True,,1.0
cg03264209,chr16,3931885,-,3931886,chr16,3881884.0,-,3881885.0,II,chr16:3930648-3931651,S_Shore,,,,,CREBBP,ENST00000262367.5,TSS1500,CREBBP,ENST00000262367.5,TSS1500,True,True,True,1.0
cg01680674,chr16,6256201,-,6256202,chr16,6206200.0,-,6206201.0,II,,OpenSea,A2BP1;A2BP1,NM_001142333;NM_018723,5'UTR;5'UTR,,RP11-420N3.2;RBFOX1,ENST00000569895.1;ENST00000550418.1,5'UTR;5'UTR,RP11-420N3.2;RBFOX1;RBFOX1;RBFOX1,ENST00000569895.1;ENST00000547605.1;ENST00000550418.1;ENST00000548749.1,5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg08230268,chr16,7489771,-,7489772,chr16,7439770.0,-,7439771.0,II,,OpenSea,A2BP1;A2BP1;A2BP1;A2BP1;A2BP1;A2BP1,NM_001142334;NM_145893;NM_001142333;NM_018723;NM_145891;NM_145892,Body;Body;Body;Body;Body;Body,,,,,RBFOX1,ENST00000569889.1,5'UTR,True,True,,1.0
cg05787209,chr16,31022521,-,31022522,chr16,31011200.0,-,31011201.0,I,,OpenSea,STX1B,NM_052874,TSS1500,Unclassified_Cell_type_specific,STX1B;STX1B,ENST00000565419.1;ENST00000215095.5,TSS1500;TSS1500,STX1B;STX1B;STX1B,ENST00000565419.1;ENST00000561836.1;ENST00000215095.5,TSS1500;TSS1500;TSS1500,True,True,,1.0
cg05725404,chr16,58534157,-,58534158,chr16,58500253.0,-,58500254.0,II,chr16:58535040-58535596,N_Shore,NDRG4;NDRG4;NDRG4,NM_020465;NM_022910;NM_001130487,Body;Body;Body,Unclassified,NDRG4;NDRG4;NDRG4;NDRG4;NDRG4,ENST00000566192.1;ENST00000568640.1;ENST00000563022.1;ENST00000569923.1;ENST00000563022.1,1stExon;1stExon;1stExon;5'UTR;5'UTR,NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4;NDRG4,ENST00000566656.1;ENST00000566618.1;ENST00000566192.1;ENST00000565088.1;ENST00000568640.1;ENST00000563317.1;ENST00000563317.1;ENST00000563978.1;ENST00000569923.1;ENST00000563022.1;ENST00000562731.1;ENST00000562731.1;ENST00000566585.1;ENST00000568424.1;ENST00000568424.1;ENST00000569539.1;ENST00000562725.1;ENST00000566065.1;ENST00000421602.2;ENST00000567063.1;ENST00000564867.1;ENST00000561720.1;ENST00000564960.1,TSS1500;TSS1500;1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;3'UTR;5'UTR;5'UTR,True,True,,1.0
cg02451853,chr16,67185429,-,67185430,chr16,67151526.0,-,67151527.0,II,chr16:67183208-67184968,S_Shore,B3GNT9,NM_033309,TSS1500,,B3GNT9,ENST00000449549.3,TSS1500,B3GNT9,ENST00000449549.3,TSS1500,True,True,,0.0
cg09758204,chr16,67219193,-,67219194,chr16,67185290.0,-,67185291.0,I,chr16:67217716-67219219,Island,KIAA0895L;EXOC3L,NM_001040715;NM_178516,TSS1500;Body,Promoter_Associated,KIAA0895L;KIAA0895L;KIAA0895L,ENST00000563902.1;ENST00000561621.1;ENST00000290881.7,TSS1500;TSS1500;TSS1500,KIAA0895L;KIAA0895L;KIAA0895L;KIAA0895L;EXOC3L1;EXOC3L1,ENST00000563902.1;ENST00000561621.1;ENST00000564423.1;ENST00000290881.7;ENST00000564324.1;ENST00000563536.1,TSS1500;TSS1500;TSS1500;TSS1500;3'UTR;3'UTR,True,True,,1.0
cg08638180,chr16,67283238,-,67283239,chr16,67249335.0,-,67249336.0,II,chr16:67280023-67283152,S_Shore,SLC9A5,NM_004594,Body,,SLC9A5;SLC9A5,ENST00000564704.1;ENST00000360183.5,5'UTR;5'UTR,SLC9A5;SLC9A5;SLC9A5;SLC9A5,ENST00000566345.1;ENST00000564704.1;ENST00000360183.5;ENST00000566638.1,5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg10433128,chr16,70720314,-,70720315,chr16,70686411.0,-,70686412.0,II,chr16:70719114-70720441,Island,MTSS1L,NM_138383,TSS1500,Unclassified_Cell_type_specific,MTSS1L;MTSS1L,ENST00000254951.5;ENST00000338779.6,TSS1500;TSS1500,MTSS1L;MTSS1L,ENST00000254951.5;ENST00000338779.6,TSS1500;TSS1500,True,True,,1.0
cg06655190,chr16,75551627,-,75551628,chr16,75517729.0,-,75517730.0,II,chr16:75550613-75551426,S_Shore,,,,Promoter_Associated,RP11-77K12.5,ENST00000571737.1,TSS1500,RP11-77K12.5,ENST00000571737.1,TSS1500,True,True,,1.0
cg06521653,chr16,85845811,-,85845812,chr16,85812205.0,-,85812206.0,I,chr16:85845625-85845831,Island,,,,,,,,,,,True,True,,1.0
cg04245248,chr16,87653438,-,87653439,chr16,87619832.0,-,87619833.0,I,,OpenSea,JPH3,NM_020655,Body,,,,,JPH3,ENST00000537256.1,5'UTR,True,True,,1.0
cg06471402,chr16,89259957,-,89259958,chr16,89193549.0,-,89193550.0,II,chr16:89259555-89260000,Island,CDH15,NM_004933,Body,Unclassified_Cell_type_specific,,,,,,,True,True,,1.0
cg13768055,chr17,65505,+,65505,chr17,215714.0,+,215714.0,I,,OpenSea,RPH3AL,NM_006987,Body,Unclassified_Cell_type_specific,RPH3AL;RPH3AL;RPH3AL,ENST00000572965.1;ENST00000572965.1;ENST00000576001.1,3'UTR;1stExon;3'UTR,RPH3AL;RPH3AL;RPH3AL;RPH3AL;RPH3AL,ENST00000572965.1;ENST00000572075.1;ENST00000570893.1;ENST00000572965.1;ENST00000576001.1,3'UTR;3'UTR;3'UTR;1stExon;3'UTR,True,True,,1.0
cg12770741,chr17,883776,+,883776,chr17,980536.0,+,980536.0,II,chr17:881733-883381,S_Shore,NXN,NM_022463,TSS1500,Unclassified,NXN,ENST00000336868.3,TSS1500,NXN;NXN;NXN,ENST00000575171.1;ENST00000571080.1;ENST00000336868.3,TSS1500;TSS1500;TSS1500,True,True,True,1.0
cg02866639,chr17,1808743,+,1808743,chr17,1905449.0,+,1905449.0,II,chr17:1808572-1808773,Island,,,,,,,,,,,True,True,,1.0
cg00668150,chr17,2615720,+,2615720,chr17,2712426.0,+,2712426.0,I,chr17:2614320-2615630,S_Shore,KIAA0664,NM_015229,TSS1500,,KIAA0664;KIAA0664;RP11-74E22.3,ENST00000435359.1;ENST00000570628.1;ENST00000572876.1,TSS1500;TSS1500;5'UTR,KIAA0664;KIAA0664;KIAA0664;KIAA0664;KIAA0664;KIAA0664;KIAA0664;KIAA0664;RP11-74E22.3;KIAA0664,ENST00000571566.1;ENST00000576309.1;ENST00000572184.1;ENST00000435359.1;ENST00000572414.1;ENST00000576885.1;ENST00000574426.1;ENST00000570628.1;ENST00000572876.1;ENST00000571566.1,5'UTR;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;1stExon,True,True,,1.0
cg11684897,chr17,2951666,+,2951666,chr17,3048372.0,+,3048372.0,II,chr17:2951977-2952373,N_Shore,,,,,,,,,,,True,True,,1.0
cg10553748,chr17,4804674,+,4804674,chr17,4901379.0,+,4901379.0,II,chr17:4802265-4805402,Island,CHRNE;C17orf107,NM_000080;NM_001145536,Body;3'UTR,Promoter_Associated_Cell_type_specific,C17orf107;CHRNE,ENST00000381365.3;ENST00000575637.1,3'UTR;3'UTR,CHRNE;C17orf107;CHRNE,ENST00000572438.1;ENST00000381365.3;ENST00000575637.1,3'UTR;3'UTR;3'UTR,True,True,,1.0
cg24768135,chr17,4805392,+,4805392,chr17,4902097.0,+,4902097.0,II,chr17:4802265-4805402,Island,CHRNE;C17orf107,NM_000080;NM_001145536,Body;3'UTR,,C17orf107;CHRNE;CHRNE,ENST00000381365.3;ENST00000575637.1;ENST00000293780.4,3'UTR;3'UTR;ExonBnd,C17orf107;CHRNE;CHRNE;CHRNE,ENST00000381365.3;ENST00000575637.1;ENST00000572438.1;ENST00000293780.4,3'UTR;3'UTR;TSS1500;ExonBnd,True,True,,1.0
cg21358336,chr17,6558440,+,6558440,chr17,6655121.0,+,6655121.0,II,chr17:6558221-6558441,Island,,,,Unclassified_Cell_type_specific,CTC-281F24.1,ENST00000576138.1,TSS200,CTC-281F24.1,ENST00000576138.1,TSS200,True,True,,1.0
cg07391831,chr17,6797590,+,6797590,chr17,6894271.0,+,6894271.0,II,chr17:6797429-6797724,Island,ALOX12P2,NR_002710,Body,Unclassified_Cell_type_specific,ALOX12P2,ENST00000574727.1,5'UTR,ALOX12P2;ALOX12P2;ALOX12P2;ALOX12P2;ALOX12P2;ALOX12P2,ENST00000571201.1;ENST00000574727.1;ENST00000576636.1;ENST00000574271.1;ENST00000570835.1;ENST00000570890.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg16893174,chr17,6797708,+,6797708,chr17,6894389.0,+,6894389.0,II,chr17:6797429-6797724,Island,ALOX12P2,NR_002710,Body,Unclassified_Cell_type_specific,ALOX12P2,ENST00000574727.1,5'UTR,ALOX12P2;ALOX12P2;ALOX12P2;ALOX12P2;ALOX12P2;ALOX12P2,ENST00000571201.1;ENST00000574727.1;ENST00000576636.1;ENST00000574271.1;ENST00000570835.1;ENST00000570890.1,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg10092265,chr17,7311742,+,7311742,chr17,7408423.0,+,7408423.0,I,chr17:7311672-7312063,Island,NLGN2,NM_020795,1stExon,Unclassified_Cell_type_specific,NLGN2;NLGN2,ENST00000572893.1;ENST00000302926.2,5'UTR;1stExon,NLGN2;NLGN2;NLGN2,ENST00000572893.1;ENST00000570940.1;ENST00000302926.2,5'UTR;TSS1500;1stExon,True,True,,1.0
cg06418907,chr17,7982510,+,7982510,chr17,8079192.0,+,8079192.0,II,chr17:7982631-7983560,N_Shore,ALOX12B,NM_001139,Body,Unclassified,AC129492.6,ENST00000399413.3,TSS1500,AC129492.6,ENST00000399413.3,TSS1500,True,True,,1.0
cg12156887,chr17,19883716,+,19883716,chr17,19980403.0,+,19980403.0,II,chr17:19883325-19883610,S_Shore,,,,,,,,,,,True,True,,1.0
cg18048405,chr17,27333617,+,27333617,chr17,29006599.0,+,29006599.0,II,chr17:27332268-27333188,S_Shore,SEZ6;SEZ6,NM_178860;NM_001098635,TSS1500;TSS1500,,SEZ6;SEZ6;SEZ6,ENST00000360295.7;ENST00000442608.2;ENST00000317338.10,TSS1500;TSS1500;TSS200,SEZ6;SEZ6;SEZ6;SEZ6,ENST00000360295.7;ENST00000442608.2;ENST00000541381.1;ENST00000317338.10,TSS1500;TSS1500;TSS1500;TSS200,True,True,,1.0
cg21197958,chr17,36741386,+,36741386,chr17,38585133.0,+,38585133.0,II,,OpenSea,SRCIN1,NM_025248,Body,Unclassified,,,,,,,True,True,,1.0
cg17033854,chr17,37758493,+,37758493,chr17,39602240.0,+,39602240.0,II,chr17:37761691-37763551,N_Shelf,,,,,,,,,,,True,True,,1.0
cg10747531,chr17,38936092,+,38936092,chr17,40779840.0,+,40779840.0,II,chr17:38935799-38936093,Island,KRT27,NM_181537,Body,,,,,,,,True,True,,1.0
cg20291162,chr17,40259547,+,40259547,chr17,42107529.0,+,42107529.0,II,chr17:40259521-40259829,Island,DHX58,NM_024119,Body,Unclassified,,,,,,,True,True,,1.0
cg25067162,chr17,41277974,+,41277974,chr17,43125957.0,+,43125957.0,II,chr17:41278134-41278460,N_Shore,BRCA1;NBR2;BRCA1;BRCA1;BRCA1;BRCA1,NM_007300;NR_003108;NM_007294;NM_007297;NM_007299;NR_027676,TSS1500;Body;TSS1500;TSS1500;TSS1500;TSS1500,Promoter_Associated,BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;NBR2;NBR2,ENST00000491747.2;ENST00000357654.3;ENST00000493795.1;ENST00000309486.4;ENST00000352993.3;ENST00000393691.2;ENST00000464237.1;ENST00000356906.3,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;5'UTR;5'UTR,BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;BRCA1;NBR2;NBR2;NBR2;NBR2,ENST00000461221.1;ENST00000492859.1;ENST00000467274.1;ENST00000489037.1;ENST00000470026.1;ENST00000476777.1;ENST00000491747.2;ENST00000478531.1;ENST00000477152.1;ENST00000357654.3;ENST00000493795.1;ENST00000494123.1;ENST00000346315.3;ENST00000354071.3;ENST00000393691.2;ENST00000464237.1;ENST00000460115.1;ENST00000356906.3;ENST00000467245.1,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,True,True,,1.0
cg08471713,chr17,41738893,+,41738893,chr17,43661525.0,+,43661525.0,II,,OpenSea,MEOX1;MEOX1;MEOX1,NM_013999;NM_004527;NM_001040002,1stExon;1stExon;5'UTR,Unclassified_Cell_type_specific,MEOX1;MEOX1;MEOX1;MEOX1,ENST00000329168.3;ENST00000318579.4;ENST00000393661.2;ENST00000549132.1,1stExon;1stExon;5'UTR;5'UTR,MEOX1;MEOX1;MEOX1;MEOX1,ENST00000329168.3;ENST00000318579.4;ENST00000393661.2;ENST00000549132.1,1stExon;1stExon;5'UTR;5'UTR,True,True,True,1.0
cg13947929,chr17,43863356,+,43863356,chr17,45785990.0,+,45785990.0,I,chr17:43860684-43862928,S_Shore,CRHR1;CRHR1;CRHR1;CRHR1,NM_001145148;NM_004382;NM_001145147;NM_001145146,Body;Body;Body;Body,,CRHR1;CRHR1,ENST00000293493.7;ENST00000339069.5,5'UTR;5'UTR,CRHR1;CRHR1,ENST00000293493.7;ENST00000339069.5,5'UTR;5'UTR,True,True,,1.0
cg02219949,chr17,45927392,+,45927392,chr17,47850026.0,+,47850026.0,II,chr17:45928211-45928710,N_Shore,SP6,NM_199262,5'UTR,Unclassified_Cell_type_specific,SP6;SP6,ENST00000536300.1;ENST00000342234.1,5'UTR;5'UTR,SP6;SP6,ENST00000536300.1;ENST00000342234.1,5'UTR;5'UTR,True,True,,0.0
cg11732492,chr17,47652515,+,47652515,chr17,49575153.0,+,49575153.0,II,chr17:47652789-47653078,N_Shore,NXPH3,NM_007225,TSS1500,,RP5-1029K10.2;NXPH3;NXPH3;RP5-1029K10.4,ENST00000514506.1;ENST00000328741.5;ENST00000513748.1;ENST00000503624.1,TSS1500;TSS1500;TSS1500;3'UTR,RP5-1029K10.2;NXPH3;NXPH3;RP5-1029K10.4,ENST00000514506.1;ENST00000328741.5;ENST00000513748.1;ENST00000503624.1,TSS1500;TSS1500;TSS1500;3'UTR,True,True,,1.0
cg12165772,chr17,48070354,+,48070354,chr17,49992990.0,+,49992990.0,II,chr17:48070698-48072654,N_Shore,DLX3,NM_005220,Body,,,,,,,,True,True,,1.0
cg01992590,chr17,48277042,+,48277042,chr17,50199681.0,+,50199681.0,II,chr17:48276877-48279008,Island,COL1A1,NM_000088,Body,Promoter_Associated,,,,COL1A1;COL1A1,ENST00000495677.1;ENST00000474644.1,TSS1500;3'UTR,True,True,,1.0
cg09889948,chr17,48858873,+,48858873,chr17,50781512.0,+,50781512.0,II,chr17:48858635-48858938,Island,,,,,,,,,,,True,True,,1.0
cg13655803,chr17,48912764,+,48912764,chr17,50835403.0,+,50835403.0,II,,OpenSea,WFIKKN2;WFIKKN2,NM_175575;NM_175575,1stExon;5'UTR,,WFIKKN2;WFIKKN2,ENST00000426127.1;ENST00000311378.4,5'UTR;TSS200,WFIKKN2;WFIKKN2,ENST00000426127.1;ENST00000311378.4,5'UTR;TSS200,True,True,,1.0
cg02237906,chr17,72667743,+,72667743,chr17,74671604.0,+,74671604.0,II,chr17:72667195-72667710,S_Shore,RAB37,NM_175738,1stExon,Unclassified_Cell_type_specific,RAB37;RAB37;RAB37;RAB37,ENST00000340415.2;ENST00000402449.3;ENST00000469248.1;ENST00000392617.3,1stExon;1stExon;1stExon;1stExon,RAB37;RAB37;RAB37;RAB37,ENST00000340415.2;ENST00000402449.3;ENST00000469248.1;ENST00000392617.3,1stExon;1stExon;1stExon;1stExon,True,True,,1.0
cg12407791,chr17,73824354,+,73824354,chr17,75828273.0,+,75828273.0,II,,OpenSea,UNC13D,NM_199242,Body,Promoter_Associated,,,,,,,True,True,,1.0
cg12700283,chr17,76037035,+,76037035,chr17,78040954.0,+,78040954.0,I,chr17:76037074-76037323,N_Shore,TNRC6C;TNRC6C,NM_018996;NM_001142640,5'UTR;5'UTR,Unclassified,TNRC6C,ENST00000335749.4,5'UTR,TNRC6C,ENST00000301624.4,5'UTR,True,True,,1.0
cg04498014,chr17,76037250,+,76037250,chr17,78041169.0,+,78041169.0,II,chr17:76037074-76037323,Island,TNRC6C;TNRC6C,NM_018996;NM_001142640,5'UTR;5'UTR,Unclassified,TNRC6C,ENST00000335749.4,5'UTR,TNRC6C,ENST00000301624.4,5'UTR,True,True,,1.0
cg10759591,chr17,77148972,+,77148972,chr17,79152890.0,+,79152890.0,II,,OpenSea,HRNBP3,NM_001082575,5'UTR,,RBFOX3;RBFOX3,ENST00000415831.1;ENST00000453134.2,5'UTR;5'UTR,RBFOX3;RBFOX3,ENST00000415831.1;ENST00000453134.2,5'UTR;5'UTR,True,True,,1.0
cg20067780,chr17,78008520,+,78008520,chr17,80034721.0,+,80034721.0,II,chr17:78009076-78011084,N_Shore,TBC1D16,NM_019020,5'UTR,,TBC1D16,ENST00000310924.2,5'UTR,TBC1D16,ENST00000310924.2,5'UTR,True,True,,1.0
cg20932150,chr17,79495268,+,79495268,chr17,81528242.0,+,81528242.0,II,chr17:79495005-79496291,Island,FSCN2;FSCN2,NM_012418;NM_001077182,TSS200;TSS200,Unclassified_Cell_type_specific,FSCN2;FSCN2,ENST00000417245.2;ENST00000334850.7,TSS200;TSS1500,FSCN2;FSCN2,ENST00000417245.2;ENST00000334850.7,TSS200;TSS1500,True,True,,1.0
cg23246911,chr17,154671,-,154672,chr17,304880.0,-,304881.0,II,chr17:156962-157220,N_Shelf,RPH3AL,NM_006987,Body,,RPH3AL,ENST00000576001.1,3'UTR,RPH3AL;RPH3AL,ENST00000576001.1;ENST00000570954.1,3'UTR;3'UTR,True,True,,1.0
cg22635541,chr17,1808573,-,1808574,chr17,1905279.0,-,1905280.0,II,chr17:1808572-1808773,Island,,,,,,,,,,,True,True,,1.0
